,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
48,2002,2,5,2,4,2002-05-02,DL,19790,DL,N325DL,2408,12339,1233902,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1300,1259.0,-1.0,0.0,0.0,-1.0,1300-1359,14.0,1313.0,1611.0,8.0,1613,1619.0,6.0,6.0,0.0,0.0,1600-1659,0.0,,0.0,133.0,140.0,118.0,1.0,828.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1999,2,5,31,1,1999-05-31,HP,19991,HP,N906AW,2038,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,2113,2138.0,25.0,25.0,1.0,1.0,2100-2159,6.0,2144.0,2241.0,8.0,2230,2249.0,19.0,19.0,1.0,1.0,2200-2259,0.0,,0.0,77.0,71.0,57.0,1.0,370.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2014,2,6,12,4,2014-06-12,WN,19393,WN,N488WN,141,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,835,907.0,32.0,32.0,1.0,2.0,0800-0859,20.0,927.0,1022.0,3.0,950,1025.0,35.0,35.0,1.0,2.0,0900-0959,0.0,,0.0,75.0,78.0,55.0,1.0,338.0,2,24.0,0.0,3.0,0.0,8.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2000,2,6,29,4,2000-06-29,NW,19386,NW,N545US,1224,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,750,747.0,-3.0,0.0,0.0,-1.0,0700-0759,31.0,818.0,1231.0,18.0,1239,1249.0,10.0,10.0,0.0,0.0,1200-1259,0.0,,0.0,169.0,182.0,133.0,1.0,1123.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2011,2,4,21,4,2011-04-21,YV,20378,YV,N77302,1003,13830,1383001,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,1032,1030.0,-2.0,0.0,0.0,-1.0,1000-1059,10.0,1040.0,1104.0,4.0,1104,1108.0,4.0,4.0,0.0,0.0,1100-1159,0.0,,0.0,32.0,38.0,24.0,1.0,100.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2004,4,12,21,2,2004-12-21,WN,19393,WN,N691WN,1111,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,11540,1154001,30615,ELP,"El Paso, TX",TX,48.0,Texas,74,1150,1150.0,0.0,0.0,0.0,0.0,1100-1159,10.0,1200.0,1220.0,5.0,1225,1225.0,0.0,0.0,0.0,0.0,1200-1259,0.0,,0.0,95.0,95.0,80.0,1.0,528.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1992,4,12,14,1,1992-12-14,TW,20211,TW,,402,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1045,1046.0,1.0,1.0,0.0,0.0,1000-1059,,,,,1402,1412.0,10.0,10.0,0.0,0.0,1400-1459,0.0,,0.0,137.0,146.0,,1.0,872.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2003,2,6,6,5,2003-06-06,DH,20404,DH,N706BR,7659,13029,1302901,33029,LNK,"Lincoln, NE",NE,31,Nebraska,65,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1330,1330.0,0.0,0.0,0.0,0.0,1300-1359,3.0,1333.0,1444.0,35.0,1455,1519.0,24.0,24.0,1.0,1.0,1400-1459,0.0,,0.0,85.0,109.0,71.0,1.0,466.0,2,0.0,0.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2001,4,10,11,4,2001-10-11,WN,19393,WN,N513@@,378,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,650,650.0,0.0,0.0,0.0,0.0,0600-0659,15.0,705.0,847.0,3.0,850,850.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,120.0,120.0,102.0,1.0,646.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2005,3,8,14,7,2005-08-14,OO,20304,OO,N954SW,6917,11267,1126701,31267,DAY,"Dayton, OH",OH,39,Ohio,44,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1830,1824.0,-6.0,0.0,0.0,-1.0,1800-1859,38.0,1902.0,1845.0,6.0,1855,1851.0,-4.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,85.0,87.0,43.0,1.0,240.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1989,2,4,10,1,1989-04-10,NW,19386,NW,,878,13244,1324401,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,855,855.0,0.0,0.0,0.0,0.0,0800-0859,,,,,1143,1146.0,3.0,3.0,0.0,0.0,1100-1159,0.0,,0.0,108.0,111.0,,1.0,656.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2017,1,3,10,5,2017-03-10,WN,19393,WN,N7832A,1506,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13232,1323202,30977,MDW,"Chicago, IL",IL,17.0,Illinois,41,625,622.0,-3.0,0.0,0.0,-1.0,0600-0659,14.0,636.0,709.0,7.0,720,716.0,-4.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,115.0,114.0,93.0,1.0,591.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2008,1,2,2,6,2008-02-02,DL,19790,DL,N912DN,1209,10397,1039703,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,950,1011.0,21.0,21.0,1.0,1.0,0900-0959,30.0,1041.0,1137.0,5.0,1121,1142.0,21.0,21.0,1.0,1.0,1100-1159,0.0,,0.0,151.0,151.0,116.0,1.0,732.0,3,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1997,2,5,26,1,1997-05-26,HP,19991,HP,N311AW,2866,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1555,1555.0,0.0,0.0,0.0,0.0,1500-1559,10.0,1605.0,1655.0,4.0,1659,1659.0,0.0,0.0,0.0,0.0,1600-1659,0.0,,0.0,64.0,64.0,50.0,1.0,304.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1995,3,7,15,6,1995-07-15,CO,19704,CO,N12411,773,13303,1330302,32467,MIA,"Miami, FL",FL,12,Florida,33,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1200,1211.0,11.0,11.0,0.0,0.0,1200-1259,14.0,1225.0,1326.0,4.0,1336,1330.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,156.0,139.0,121.0,1.0,964.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2019,1,2,13,3,2019-02-13,WN,19393,WN,N491WN,172,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,1055,1055.0,0.0,0.0,0.0,0.0,1000-1059,7.0,1102.0,1339.0,5.0,1350,1344.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,115.0,109.0,97.0,1.0,674.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2013,1,2,26,2,2013-02-26,US,20355,US,N704US,1669,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,15016,1501603,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,2220,2229.0,9.0,9.0,0.0,0.0,2200-2259,21.0,2250.0,2318.0,5.0,2318,2323.0,5.0,5.0,0.0,0.0,2300-2359,0.0,,0.0,118.0,114.0,88.0,1.0,575.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2008,1,1,25,5,2008-01-25,UA,19977,UA,N829UA,1163,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1400,1735.0,215.0,215.0,1.0,12.0,1400-1459,24.0,1759.0,1858.0,9.0,1526,1907.0,221.0,221.0,1.0,12.0,1500-1559,0.0,,0.0,86.0,92.0,59.0,1.0,337.0,2,36.0,0.0,6.0,0.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2015,1,3,17,2,2015-03-17,B6,20409,B6,N247JB,1729,12478,1247802,31703,JFK,"New York, NY",NY,36,New York,22,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12.0,Florida,33,1525,1518.0,-7.0,0.0,0.0,-1.0,1500-1559,57.0,1615.0,1846.0,7.0,1850,1853.0,3.0,3.0,0.0,0.0,1800-1859,0.0,,0.0,205.0,215.0,151.0,1.0,1074.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2007,1,3,19,1,2007-03-19,AA,19805,AA,N503AA,2344,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1205,1205.0,0.0,0.0,0.0,0.0,1200-1259,12.0,1217.0,1414.0,9.0,1425,1423.0,-2.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,140.0,138.0,117.0,1.0,802.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2008,2,6,30,1,2008-06-30,DL,19790,DL,N686DA,359,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,710,706.0,-4.0,0.0,0.0,-1.0,0700-0759,12.0,718.0,843.0,10.0,839,853.0,14.0,14.0,0.0,0.0,0800-0859,0.0,,0.0,89.0,107.0,85.0,1.0,356.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2005,3,7,21,4,2005-07-21,DL,19790,DL,N6703D,2001,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1230,1227.0,-3.0,0.0,0.0,-1.0,1200-1259,20.0,1247.0,1449.0,7.0,1506,1456.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,156.0,149.0,122.0,1.0,944.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2016,2,5,25,3,2016-05-25,B6,20409,B6,N907JB,1103,12478,1247803,31703,JFK,"New York, NY",NY,36,New York,22,14843,1484304,34819,SJU,"San Juan, PR",PR,72.0,Puerto Rico,3,2119,2119.0,0.0,0.0,0.0,0.0,2100-2159,21.0,2140.0,54.0,3.0,120,57.0,-23.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,241.0,218.0,194.0,1.0,1598.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2016,2,5,4,3,2016-05-04,HA,19690,HA,N481HA,208,12173,1217302,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,12758,1275803,32758,KOA,"Kona, HI",HI,15.0,Hawaii,2,1125,1123.0,-2.0,0.0,0.0,-1.0,1100-1159,22.0,1145.0,1213.0,6.0,1212,1219.0,7.0,7.0,0.0,0.0,1200-1259,0.0,,0.0,47.0,56.0,28.0,1.0,163.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2006,4,10,23,1,2006-10-23,FL,20437,FL,N299AT,195,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,12339,1233903,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,815,812.0,-3.0,0.0,0.0,-1.0,0800-0859,9.0,821.0,1447.0,9.0,1515,1456.0,-19.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,240.0,224.0,206.0,1.0,1814.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1993,1,3,9,2,1993-03-09,US,20355,US,,1475,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,1845,1844.0,-1.0,0.0,0.0,-1.0,1800-1859,,,,,2123,2125.0,2.0,2.0,0.0,0.0,2100-2159,0.0,,0.0,158.0,161.0,,1.0,899.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2005,1,1,18,2,2005-01-18,NW,19386,NW,N529US,1108,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14635,1463501,31714,RSW,"Fort Myers, FL",FL,12.0,Florida,33,2059,2138.0,39.0,39.0,1.0,2.0,2000-2059,13.0,2151.0,2.0,6.0,2342,8.0,26.0,26.0,1.0,1.0,2300-2359,0.0,,0.0,163.0,150.0,131.0,1.0,1085.0,5,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2016,3,8,12,5,2016-08-12,AA,19805,AA,N856AA,2425,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12892,1289204,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1110,1105.0,-5.0,0.0,0.0,-1.0,1100-1159,20.0,1125.0,1203.0,11.0,1230,1214.0,-16.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,200.0,189.0,158.0,1.0,1235.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1992,1,1,12,7,1992-01-12,TW,20211,TW,,316,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1718,1725.0,7.0,7.0,0.0,0.0,1700-1759,,,,,2035,2033.0,-2.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,137.0,128.0,,1.0,872.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1992,1,1,3,5,1992-01-03,US,20355,US,,1258,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1505,1504.0,-1.0,0.0,0.0,-1.0,1500-1559,,,,,1612,1634.0,22.0,22.0,1.0,1.0,1600-1659,0.0,,0.0,67.0,90.0,,1.0,256.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2004,1,1,12,1,2004-01-12,DL,19790,DL,N929DL,550,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1157,1153.0,-4.0,0.0,0.0,-1.0,1100-1159,12.0,1205.0,1356.0,5.0,1410,1401.0,-9.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,133.0,128.0,111.0,1.0,773.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1992,1,3,25,3,1992-03-25,AA,19805,AA,,583,15370,1537001,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1930,1929.0,-1.0,0.0,0.0,-1.0,1900-1959,,,,,2040,2036.0,-4.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,70.0,67.0,,1.0,237.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2012,1,3,16,5,2012-03-16,DL,19790,DL,N632DL,2046,10397,1039704,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1340,1410.0,30.0,30.0,1.0,2.0,1300-1359,17.0,1427.0,1459.0,5.0,1454,1504.0,10.0,10.0,0.0,0.0,1400-1459,0.0,,0.0,254.0,234.0,212.0,1.0,1587.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2012,4,12,5,3,2012-12-05,WN,19393,WN,N233LV,939,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,13931,1393102,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,1340,1340.0,0.0,0.0,0.0,0.0,1300-1359,25.0,1405.0,1646.0,4.0,1640,1650.0,10.0,10.0,0.0,0.0,1600-1659,0.0,,0.0,120.0,130.0,101.0,1.0,704.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2013,4,11,21,4,2013-11-21,EV,20366,EV,N16919,4684,14730,1473003,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1851,2015.0,84.0,84.0,1.0,5.0,1800-1859,15.0,2030.0,2139.0,9.0,2019,2148.0,89.0,89.0,1.0,5.0,2000-2059,0.0,,0.0,148.0,153.0,129.0,1.0,788.0,4,0.0,0.0,5.0,0.0,84.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2012,3,9,6,4,2012-09-06,MQ,20398,MQ,N730MQ,3342,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12891,1289102,32891,LAW,"Lawton/Fort Sill, OK",OK,40.0,Oklahoma,73,1220,1216.0,-4.0,0.0,0.0,-1.0,1200-1259,9.0,1225.0,1255.0,6.0,1310,1301.0,-9.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,50.0,45.0,30.0,1.0,140.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1996,2,6,23,7,1996-06-23,UA,19977,UA,N7266U,1079,11423,1142302,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1605,1604.0,-1.0,0.0,0.0,-1.0,1600-1659,8.0,1612.0,1634.0,13.0,1645,1647.0,2.0,2.0,0.0,0.0,1600-1659,0.0,,0.0,100.0,103.0,82.0,1.0,590.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2001,4,10,6,6,2001-10-06,DL,19790,DL,-N662D,256,14679,1467902,33570,SAN,"San Diego, CA",CA,6,California,91,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,2255,2242.0,-13.0,0.0,0.0,-1.0,2200-2259,12.0,2254.0,520.0,4.0,555,524.0,-31.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,240.0,222.0,206.0,1.0,1865.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1992,1,3,6,5,1992-03-06,US,20355,US,,434,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1020,1017.0,-3.0,0.0,0.0,-1.0,1000-1059,,,,,1127,1117.0,-10.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,67.0,60.0,,1.0,278.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1996,4,12,19,4,1996-12-19,US,20355,US,N777AU,796,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1540,1542.0,2.0,2.0,0.0,0.0,1500-1559,9.0,1551.0,1643.0,11.0,1659,1654.0,-5.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,79.0,72.0,52.0,1.0,328.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2005,4,10,24,1,2005-10-24,OO,20304,OO,N971SW,6700,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11775,1177501,31775,FSD,"Sioux Falls, SD",SD,46.0,South Dakota,67,1227,1226.0,-1.0,0.0,0.0,-1.0,1200-1259,9.0,1235.0,1446.0,4.0,1454,1450.0,-4.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,87.0,84.0,71.0,1.0,483.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2017,1,3,9,4,2017-03-09,AA,19805,AA,N585AA,593,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1530,1533.0,3.0,3.0,0.0,0.0,1500-1559,14.0,1547.0,1811.0,9.0,1824,1820.0,-4.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,114.0,107.0,84.0,1.0,678.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2006,3,7,12,3,2006-07-12,NW,19386,NW,N505US,1224,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1351,1350.0,-1.0,0.0,0.0,-1.0,1300-1359,35.0,1425.0,1532.0,3.0,1519,1535.0,16.0,16.0,1.0,1.0,1500-1559,0.0,,0.0,88.0,105.0,67.0,1.0,405.0,2,0.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2008,1,3,28,5,2008-03-28,OO,20304,OO,N232SW,5457,13988,1398801,33988,OXR,"Oxnard/Ventura, CA",CA,6,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1008,958.0,-10.0,0.0,0.0,-1.0,1000-1059,5.0,1003.0,1023.0,8.0,1050,1031.0,-19.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,42.0,33.0,20.0,1.0,49.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1995,4,12,8,5,1995-12-08,DL,19790,DL,N108DL,281,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,630,629.0,-1.0,0.0,0.0,-1.0,0600-0659,14.0,643.0,911.0,5.0,906,916.0,10.0,10.0,0.0,0.0,0900-0959,0.0,,0.0,216.0,227.0,208.0,1.0,1372.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2016,2,6,13,1,2016-06-13,WN,19393,WN,N279WN,3501,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1955,1955.0,0.0,0.0,0.0,0.0,1900-1959,8.0,2003.0,2108.0,8.0,2120,2116.0,-4.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,85.0,81.0,65.0,1.0,453.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2000,4,11,6,1,2000-11-06,AA,19805,AA,N246AA,1579,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,805,805.0,0.0,0.0,0.0,0.0,0800-0859,21.0,826.0,932.0,7.0,919,939.0,20.0,20.0,1.0,1.0,0900-0959,0.0,,0.0,134.0,154.0,126.0,1.0,678.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
